2022-01-10 15:25:32,56.478
2022-01-10 15:25:34,55.017
2022-01-10 15:25:36,54.53
2022-01-10 15:25:37,54.53
2022-01-10 15:25:39,53.556
2022-01-10 15:25:40,54.53
2022-01-10 15:25:42,54.53
2022-01-10 15:25:43,54.043
2022-01-10 15:25:45,53.069
2022-01-10 15:25:46,54.043
2022-01-10 15:25:48,52.582
2022-01-10 15:25:49,54.043
2022-01-10 15:25:51,53.556
2022-01-10 15:25:52,53.069
2022-01-10 15:25:53,54.043
2022-01-10 15:25:55,53.556
2022-01-10 15:25:56,52.095
2022-01-10 15:25:58,53.556
2022-01-10 15:25:59,54.043
2022-01-10 15:26:01,53.069
2022-01-10 15:26:02,53.069
2022-01-10 15:26:03,53.556
2022-01-10 15:26:05,53.556
2022-01-10 15:26:06,53.556
2022-01-10 15:26:08,52.582
2022-01-10 15:26:09,53.069
2022-01-10 15:26:11,53.069
2022-01-10 15:26:12,52.582
2022-01-10 15:26:13,52.582
2022-01-10 15:26:15,53.556
2022-01-10 15:26:16,52.582
2022-01-10 15:26:18,53.069
2022-01-10 15:26:19,53.556
2022-01-10 15:26:20,53.069
2022-01-10 15:26:22,52.582
2022-01-10 15:26:23,54.043
2022-01-10 15:26:25,54.043
2022-01-10 15:26:26,53.556
2022-01-10 15:26:27,52.582
2022-01-10 15:26:29,53.069
2022-01-10 15:26:30,53.556
2022-01-10 15:26:34,53.556
2022-01-10 15:27:11,54.043
2022-01-10 15:27:13,54.043
2022-01-10 15:27:15,54.53
2022-01-10 15:27:16,53.556
2022-01-10 15:27:18,53.556
2022-01-10 15:27:19,53.069
2022-01-10 15:27:21,53.069
2022-01-10 15:27:22,52.582
2022-01-10 15:27:24,54.043
2022-01-10 15:27:25,53.556
2022-01-10 15:27:26,53.069
2022-01-10 15:27:28,52.582
2022-01-10 15:27:29,52.582
2022-01-10 15:27:31,53.556
2022-01-10 15:27:32,52.582
2022-01-10 15:27:34,53.556
2022-01-10 15:27:35,53.556
2022-01-10 15:27:37,52.582
2022-01-10 15:27:38,52.582
2022-01-10 15:27:40,54.53
2022-01-10 15:27:41,53.556
2022-01-10 15:27:42,53.556
2022-01-10 15:27:44,53.556
2022-01-10 15:27:45,53.069
2022-01-10 15:27:47,53.556
2022-01-10 15:27:48,54.53
2022-01-10 15:27:50,53.556
2022-01-10 15:27:51,52.582
2022-01-10 15:27:53,53.556
2022-01-10 15:27:54,54.043
2022-01-10 15:27:55,53.556
2022-01-10 15:27:57,53.069
2022-01-10 15:27:58,53.069
2022-01-10 15:28:00,53.556
2022-01-10 15:28:01,53.069
2022-01-10 15:28:03,52.582
2022-01-10 15:28:04,53.069
2022-01-10 15:28:06,53.069
2022-01-10 15:28:07,53.556
2022-01-10 15:28:08,53.069
2022-01-10 15:28:10,53.069
2022-01-10 15:28:11,52.582
2022-01-10 15:28:13,53.556
2022-01-10 15:28:14,53.556
2022-01-10 15:28:16,53.069
2022-01-10 15:28:17,53.069
2022-01-10 15:28:19,54.043
2022-01-10 15:28:20,52.582
2022-01-10 15:28:22,53.556
2022-01-10 15:28:23,52.582
2022-01-10 15:28:25,53.556
2022-01-10 15:28:26,53.069
2022-01-10 15:28:27,53.069
2022-01-10 15:28:29,54.043
2022-01-10 15:28:30,53.069
2022-01-10 15:28:32,53.556
2022-01-10 15:28:33,53.069
2022-01-10 15:28:35,53.069
2022-01-10 15:28:36,53.556
2022-01-10 15:28:38,52.582
2022-01-10 15:28:39,53.556
2022-01-10 15:28:41,52.582
2022-01-10 15:28:42,52.582
2022-01-10 15:28:43,53.556
2022-01-10 15:28:45,53.556
2022-01-10 15:28:46,54.53
2022-01-10 15:28:48,52.582
2022-01-10 15:28:50,53.556
2022-01-10 15:28:51,53.556
2022-01-10 15:28:52,52.095
2022-01-10 15:28:54,52.582
2022-01-10 15:28:55,52.582
2022-01-10 15:28:57,52.582
2022-01-10 15:28:58,53.069
2022-01-10 15:29:00,52.582
2022-01-10 15:29:01,52.095
2022-01-10 15:29:02,53.556
2022-01-10 15:29:04,53.069
2022-01-10 15:29:05,53.556
2022-01-10 15:29:07,52.582
2022-01-10 15:29:08,52.582
2022-01-10 15:29:10,52.095
2022-01-10 15:29:11,52.582
2022-01-10 15:29:12,52.582
2022-01-10 15:29:14,53.069
2022-01-10 15:29:15,52.095
2022-01-10 15:29:17,52.582
2022-01-10 15:29:18,54.043
2022-01-10 15:29:20,53.069
2022-01-10 15:29:21,53.069
2022-01-10 15:55:45,48.686
2022-01-10 15:55:47,48.199
2022-01-10 15:55:48,48.686
2022-01-10 15:55:50,48.686
2022-01-10 15:55:51,49.173
2022-01-10 15:55:53,48.199
2022-01-10 15:55:54,47.712
2022-01-10 15:55:55,47.225
2022-01-10 15:55:57,48.199
2022-01-10 15:55:59,49.66
2022-01-10 15:56:00,50.147
2022-01-10 15:56:02,49.173
2022-01-10 15:56:03,49.173
2022-01-10 15:56:05,49.66
2022-01-14 09:41:08,46.738
2022-01-14 09:41:10,47.225
2022-01-14 09:41:11,47.712
2022-01-14 09:41:13,47.712
2022-01-14 09:41:14,46.738
2022-01-14 09:41:16,47.225
2022-01-14 09:41:18,47.225
2022-01-14 09:41:19,46.738
2022-01-14 10:20:34,49.66
2022-01-14 10:20:36,49.173
2022-01-14 10:20:38,48.686
2022-01-14 10:20:39,49.173
2022-01-14 10:20:41,48.199
2022-01-14 10:20:42,48.199
2022-01-14 10:20:44,48.686
2022-01-14 10:20:45,49.66
2022-01-14 10:20:47,48.199
2022-01-14 10:20:48,48.199
2022-01-14 10:20:50,49.66
2022-01-14 10:20:51,49.173
2022-01-14 10:20:53,49.173
2022-01-14 10:20:54,48.686
